-61	-54	-48	-58	-47	-91	-88	4
-55	-60	-51	-53	-63	-85	-87	3
-63	-57	-60	-64	-72	-80	-78	1
-38	-57	-50	-38	-60	-74	-69	2
-52	-61	-51	-52	-66	-80	-89	3
-48	-46	-50	-54	-63	-87	-77	3
-47	-57	-52	-44	-67	-78	-75	3
-63	-53	-52	-64	-47	-93	-86	4
-52	-52	-52	-49	-62	-80	-80	3
-42	-58	-63	-41	-75	-69	-67	2
-61	-56	-57	-56	-75	-74	-81	1
-44	-57	-64	-40	-75	-69	-64	2
-63	-58	-59	-65	-74	-86	-84	1
-49	-54	-50	-51	-66	-78	-82	3
-17	-63	-65	-27	-86	-72	-74	2
-61	-59	-65	-63	-74	-89	-87	1
-47	-55	-58	-50	-60	-81	-84	3
-61	-56	-63	-62	-73	-87	-91	1
-46	-55	-48	-52	-62	-80	-79	3
-49	-51	-53	-41	-64	-77	-79	3
-65	-57	-45	-69	-48	-91	-94	4
-66	-56	-54	-69	-65	-82	-82	1
-57	-50	-47	-58	-46	-88	-88	4
-60	-59	-55	-66	-66	-82	-86	1
-62	-57	-48	-63	-47	-88	-84	4
-51	-52	-53	-55	-64	-78	-91	3
-50	-54	-54	-54	-66	-77	-86	3
-54	-46	-48	-55	-48	-84	-85	4
-62	-52	-59	-62	-64	-80	-81	1
-62	-51	-61	-71	-67	-79	-80	1
-53	-54	-53	-60	-60	-86	-91	3
-48	-54	-54	-49	-67	-77	-89	3
-61	-56	-48	-62	-54	-88	-86	4
-38	-51	-54	-45	-67	-72	-76	2
-60	-56	-58	-65	-70	-80	-87	1
-64	-58	-59	-61	-70	-84	-86	1
-57	-52	-48	-58	-51	-86	-87	4
-53	-52	-48	-50	-62	-81	-80	3
-64	-59	-62	-63	-69	-84	-81	1
-47	-54	-56	-47	-62	-78	-83	3
-52	-52	-57	-45	-67	-81	-86	3
-39	-59	-49	-37	-68	-70	-72	2
-58	-56	-52	-54	-52	-87	-84	4
-42	-55	-56	-43	-73	-76	-75	2
-61	-59	-62	-61	-66	-80	-88	1
-53	-59	-48	-57	-66	-80	-77	3
-61	-51	-60	-63	-66	-82	-87	1
-63	-57	-55	-60	-50	-86	-92	4
-36	-57	-58	-36	-62	-74	-73	2
-58	-55	-55	-54	-49	-78	-79	4
-37	-52	-57	-36	-71	-66	-75	2
-65	-61	-56	-67	-50	-89	-91	4
-63	-57	-64	-69	-75	-85	-83	1
-49	-50	-55	-49	-54	-85	-76	3
-68	-55	-67	-70	-76	-82	-81	1
-51	-52	-50	-56	-67	-79	-91	3
-39	-51	-64	-38	-71	-78	-78	2
-59	-59	-58	-62	-64	-78	-81	1
-62	-56	-61	-67	-67	-81	-85	1
-60	-57	-66	-60	-68	-87	-89	1
-14	-55	-58	-36	-67	-72	-74	2
-58	-55	-51	-61	-44	-88	-86	4
-50	-52	-54	-55	-64	-83	-74	3
-63	-59	-61	-68	-71	-81	-87	1
-51	-60	-57	-54	-64	-84	-83	3
-58	-59	-56	-64	-68	-82	-87	1
-61	-58	-60	-61	-74	-78	-83	1
-47	-56	-57	-52	-62	-79	-87	3
-62	-57	-44	-61	-44	-89	-87	4
-53	-53	-52	-55	-60	-82	-84	3
-56	-53	-49	-60	-48	-82	-85	4
-57	-55	-57	-59	-48	-85	-84	4
-64	-57	-60	-70	-69	-86	-83	1
-57	-60	-49	-61	-54	-85	-88	4
-51	-52	-56	-56	-63	-79	-80	3
-65	-57	-55	-64	-50	-92	-85	4
-45	-59	-54	-51	-69	-77	-85	2
-57	-50	-51	-59	-51	-83	-84	4
-38	-52	-54	-38	-64	-73	-77	2
-61	-58	-58	-62	-66	-81	-81	1
-17	-63	-60	-14	-72	-72	-77	2
-49	-54	-52	-56	-60	-85	-73	3
-66	-57	-60	-68	-74	-82	-88	1
-17	-66	-61	-37	-68	-75	-77	2
-60	-57	-58	-59	-70	-76	-80	1
-39	-51	-50	-43	-63	-71	-66	2
-59	-52	-56	-58	-55	-88	-87	4
-64	-57	-53	-61	-50	-86	-98	4
-42	-53	-62	-27	-63	-72	-79	2
-52	-56	-52	-49	-61	-86	-81	3
-59	-56	-49	-57	-45	-88	-88	4
-40	-55	-57	-37	-71	-79	-77	2
-57	-54	-49	-61	-43	-79	-85	4
-60	-53	-52	-64	-46	-85	-83	4
-60	-58	-57	-59	-66	-82	-83	1
-54	-56	-50	-50	-64	-87	-80	3
-45	-54	-53	-45	-68	-75	-84	3
-63	-57	-58	-62	-73	-86	-85	1
-70	-62	-62	-67	-69	-88	-86	1
-60	-54	-56	-65	-43	-88	-87	4
-50	-53	-53	-55	-67	-78	-89	3
-56	-50	-56	-62	-61	-79	-85	1
-57	-51	-49	-64	-52	-88	-81	4
-46	-52	-46	-39	-74	-71	-78	2
-61	-52	-49	-58	-51	-91	-84	4
-39	-56	-53	-40	-69	-75	-72	2
-59	-54	-57	-65	-62	-80	-82	1
-58	-59	-59	-65	-65	-82	-94	1
-57	-56	-48	-59	-47	-86	-89	4
-60	-56	-56	-64	-67	-84	-85	1
-46	-52	-51	-55	-60	-80	-76	3
-51	-52	-48	-48	-62	-85	-78	3
-63	-60	-58	-64	-66	-83	-90	1
-53	-53	-50	-55	-59	-86	-81	3
-51	-53	-54	-53	-62	-83	-82	3
-63	-61	-49	-58	-46	-92	-83	4
-39	-62	-58	-37	-69	-73	-72	2
-64	-51	-57	-67	-68	-84	-82	1
-37	-61	-55	-40	-63	-70	-67	2
-62	-55	-58	-68	-69	-83	-88	1
-62	-55	-54	-62	-69	-79	-81	1
-36	-51	-52	-37	-70	-71	-64	2
-66	-58	-64	-63	-73	-83	-86	1
-64	-57	-54	-69	-43	-88	-92	4
-61	-60	-57	-61	-74	-81	-82	1
-64	-57	-47	-58	-46	-89	-86	4
-67	-56	-65	-68	-69	-83	-82	1
-63	-55	-62	-63	-70	-80	-75	1
-60	-51	-51	-59	-54	-86	-89	4
-39	-56	-58	-37	-64	-76	-72	2
-56	-55	-45	-59	-52	-84	-86	4
-44	-53	-55	-48	-66	-79	-86	3
-57	-49	-44	-60	-50	-84	-86	4
-51	-54	-53	-55	-66	-77	-85	3
-61	-57	-63	-67	-72	-77	-82	1
-51	-54	-52	-57	-62	-79	-79	3
-43	-58	-56	-41	-69	-79	-78	2
-59	-55	-46	-66	-50	-86	-91	4
-48	-58	-58	-44	-71	-77	-79	2
-61	-57	-53	-65	-50	-87	-91	4
-49	-60	-55	-49	-63	-85	-89	3
-50	-68	-48	-56	-63	-80	-77	3
-60	-56	-43	-61	-50	-89	-87	4
-57	-55	-50	-57	-49	-84	-85	4
-49	-50	-50	-45	-64	-79	-77	3
-59	-52	-44	-57	-49	-85	-87	4
-45	-50	-52	-53	-61	-75	-79	3
-51	-64	-59	-49	-71	-87	-77	3
-61	-51	-52	-56	-47	-86	-90	4
-57	-56	-56	-61	-70	-77	-77	1
-67	-56	-62	-70	-69	-86	-84	1
-59	-56	-55	-59	-54	-87	-88	4
-46	-59	-54	-52	-67	-77	-83	2
-42	-54	-49	-41	-68	-71	-77	2
-62	-53	-48	-61	-50	-85	-86	4
-61	-58	-50	-59	-52	-84	-84	4
-63	-57	-63	-64	-67	-81	-83	1
-50	-53	-52	-55	-67	-77	-88	3
-49	-54	-50	-55	-63	-85	-81	3
-40	-55	-56	-36	-64	-65	-66	2
-62	-59	-46	-65	-45	-87	-88	4
-61	-56	-58	-67	-68	-80	-81	1
-69	-58	-46	-66	-48	-95	-93	4
-61	-54	-64	-59	-68	-86	-88	1
-36	-54	-54	-37	-66	-75	-71	2
-57	-51	-56	-57	-50	-88	-86	4
-56	-54	-49	-58	-48	-83	-84	4
-40	-56	-53	-42	-65	-72	-70	2
-50	-53	-52	-55	-68	-78	-86	3
-48	-61	-57	-51	-67	-83	-76	3
-38	-50	-71	-39	-68	-78	-74	2
-61	-54	-56	-59	-68	-82	-83	1
-41	-52	-57	-41	-63	-73	-68	2
-58	-52	-50	-55	-48	-87	-90	4
-59	-53	-55	-60	-51	-87	-87	4
-50	-57	-59	-43	-62	-76	-78	3
-62	-53	-62	-64	-68	-79	-82	1
-42	-59	-57	-51	-62	-72	-76	2
-64	-55	-52	-74	-53	-89	-80	4
-59	-53	-49	-56	-47	-87	-82	4
-48	-60	-57	-52	-61	-85	-84	3
-45	-56	-57	-47	-61	-76	-78	3
-56	-53	-43	-61	-58	-80	-85	4
-53	-48	-52	-52	-59	-81	-82	3
-64	-57	-62	-67	-68	-83	-84	1
-65	-58	-56	-61	-49	-89	-88	4
-49	-51	-50	-53	-64	-79	-78	3
-34	-48	-51	-37	-70	-78	-69	2
-39	-54	-55	-37	-64	-70	-70	2
-12	-56	-58	-16	-70	-75	-79	2
-53	-55	-54	-51	-69	-79	-81	3
-63	-58	-57	-61	-52	-89	-93	4
-36	-60	-57	-37	-80	-72	-72	2
-14	-58	-60	-38	-74	-74	-73	2
-63	-58	-50	-63	-48	-91	-85	4
-55	-56	-58	-53	-70	-81	-88	3
-14	-56	-57	-35	-68	-77	-72	2
-66	-56	-56	-63	-50	-89	-91	4
-37	-54	-55	-37	-67	-71	-70	2
-69	-52	-48	-66	-48	-88	-87	4
-50	-59	-53	-54	-65	-77	-78	3
-59	-54	-58	-59	-63	-81	-80	1
-59	-50	-45	-60	-45	-88	-87	4
-64	-59	-53	-63	-52	-87	-83	4
-63	-55	-50	-63	-50	-91	-85	4
-52	-54	-55	-55	-60	-74	-78	3
-58	-52	-57	-60	-52	-86	-88	4
-41	-58	-48	-40	-62	-72	-76	2
-61	-52	-54	-63	-64	-84	-82	1
-67	-56	-52	-64	-51	-89	-85	4
-66	-59	-52	-63	-59	-88	-87	4
-37	-56	-56	-38	-68	-70	-66	2
-57	-56	-59	-59	-64	-79	-78	1
-60	-52	-48	-61	-48	-83	-84	4
-53	-52	-51	-53	-64	-80	-81	3
-48	-50	-54	-51	-59	-77	-75	3
-56	-53	-58	-64	-71	-84	-87	1
-59	-59	-48	-66	-50	-86	-94	4
-41	-55	-54	-40	-62	-71	-72	2
-49	-58	-50	-56	-64	-81	-81	3
-59	-53	-45	-57	-45	-81	-82	4
-40	-58	-57	-40	-74	-79	-77	2
-62	-61	-52	-69	-42	-88	-92	4
-57	-55	-48	-59	-51	-81	-86	4
-63	-56	-52	-65	-47	-82	-92	4
-64	-59	-65	-64	-74	-88	-90	1
-65	-58	-70	-66	-71	-85	-83	1
-60	-54	-45	-59	-45	-88	-83	4
-57	-56	-60	-58	-70	-79	-84	1
-47	-56	-53	-53	-66	-85	-85	3
-57	-56	-49	-58	-50	-87	-85	4
-51	-62	-53	-51	-64	-86	-79	3
-39	-58	-54	-39	-62	-71	-77	2
-74	-62	-66	-70	-76	-89	-87	1
-43	-55	-52	-42	-60	-74	-67	2
-63	-54	-52	-59	-44	-86	-92	4
-38	-52	-59	-48	-67	-64	-75	2
-62	-53	-59	-62	-66	-82	-87	1
-45	-55	-54	-47	-63	-78	-80	3
-68	-55	-73	-65	-76	-82	-82	1
-49	-55	-53	-48	-61	-79	-78	3
-58	-54	-53	-60	-47	-82	-83	4
-48	-53	-51	-50	-66	-79	-86	3
-67	-59	-62	-66	-80	-96	-82	1
-49	-47	-51	-52	-62	-89	-80	3
-58	-55	-51	-66	-54	-86	-85	4
-44	-53	-51	-49	-60	-84	-76	3
-42	-51	-54	-41	-67	-72	-77	2
-51	-57	-54	-55	-62	-87	-81	3
-60	-52	-45	-58	-51	-87	-80	4
-59	-59	-52	-60	-51	-87	-86	4
-38	-60	-57	-38	-65	-79	-76	2
-60	-58	-56	-66	-51	-85	-89	4
-72	-63	-64	-70	-81	-85	-87	1
-36	-59	-55	-36	-65	-66	-70	2
-49	-56	-60	-47	-72	-80	-79	2
-42	-52	-56	-43	-64	-76	-74	2
-65	-56	-63	-66	-80	-83	-88	1
-61	-55	-54	-72	-45	-89	-92	4
-59	-53	-51	-54	-45	-79	-87	4
-49	-52	-52	-51	-63	-78	-74	3
-61	-56	-52	-62	-52	-82	-87	4
-63	-57	-52	-64	-52	-88	-93	4
-48	-58	-54	-46	-66	-85	-88	3
-64	-54	-55	-59	-52	-88	-98	4
-51	-56	-51	-47	-62	-79	-85	3
-47	-57	-57	-52	-69	-79	-77	3
-48	-51	-54	-51	-58	-80	-77	3
-51	-56	-51	-55	-62	-85	-83	3
-59	-52	-50	-55	-49	-87	-86	4
-46	-60	-54	-48	-63	-80	-83	3
-19	-59	-67	-35	-65	-66	-74	2
-64	-60	-45	-66	-52	-92	-92	4
-38	-60	-57	-39	-70	-70	-74	2
-58	-56	-51	-65	-53	-87	-87	4
-65	-51	-49	-63	-49	-92	-91	4
-62	-58	-57	-65	-68	-83	-79	1
-61	-57	-57	-66	-55	-83	-87	4
-43	-60	-68	-46	-72	-83	-79	2
-65	-58	-62	-67	-77	-86	-91	1
-38	-54	-50	-42	-60	-71	-67	2
-63	-56	-63	-65	-72	-82	-89	1
-48	-51	-53	-48	-64	-81	-79	3
-20	-56	-55	-37	-61	-79	-72	2
-60	-55	-58	-61	-72	-83	-82	1
-63	-59	-61	-62	-78	-90	-82	1
-60	-57	-55	-65	-51	-94	-86	4
-65	-57	-63	-71	-76	-87	-86	1
-12	-60	-62	-14	-71	-77	-71	2
-36	-58	-59	-36	-69	-71	-77	2
-47	-57	-49	-46	-63	-84	-86	3
-57	-56	-48	-66	-49	-84	-91	4
-63	-57	-61	-65	-73	-84	-84	1
-59	-55	-65	-62	-62	-81	-77	1
-59	-60	-61	-66	-66	-81	-85	1
-51	-52	-56	-52	-66	-80	-89	3
-61	-57	-59	-62	-69	-78	-83	1
-42	-60	-56	-44	-74	-76	-80	2
-49	-52	-58	-46	-57	-77	-77	3
-40	-57	-47	-42	-64	-74	-71	2
-59	-51	-56	-58	-51	-95	-84	4
-62	-63	-62	-65	-68	-87	-86	1
-61	-57	-54	-65	-52	-89	-88	4
-59	-51	-57	-60	-49	-87	-88	4
-46	-57	-53	-48	-58	-80	-86	3
-34	-53	-59	-36	-75	-73	-69	2
-36	-61	-57	-27	-71	-73	-70	2
-40	-57	-51	-46	-65	-75	-79	2
-60	-58	-57	-65	-69	-80	-89	1
-37	-56	-55	-45	-64	-61	-69	2
-66	-54	-54	-64	-47	-89	-86	4
-60	-50	-48	-55	-46	-79	-87	4
-56	-48	-43	-62	-43	-83	-82	4
-49	-52	-48	-52	-62	-78	-75	3
-57	-52	-44	-59	-51	-88	-85	4
-61	-57	-50	-59	-46	-91	-89	4
-64	-48	-54	-58	-52	-80	-88	4
-51	-57	-59	-45	-77	-75	-81	2
-51	-60	-59	-46	-68	-78	-83	3
-35	-53	-57	-46	-64	-65	-70	2
-58	-57	-50	-58	-50	-82	-84	4
-53	-56	-54	-53	-62	-88	-85	3
-62	-57	-50	-62	-49	-93	-86	4
-41	-53	-56	-36	-62	-75	-77	2
-56	-55	-44	-61	-51	-84	-87	4
-64	-54	-61	-63	-65	-88	-86	1
-64	-54	-65	-63	-71	-85	-89	1
-52	-56	-50	-56	-69	-79	-78	3
-16	-55	-56	-15	-64	-78	-76	2
-40	-55	-47	-47	-64	-75	-79	2
-58	-60	-50	-61	-50	-87	-78	4
-59	-51	-49	-63	-45	-86	-83	4
-62	-50	-61	-64	-73	-80	-81	1
-52	-57	-49	-50	-66	-80	-80	3
-64	-56	-64	-65	-75	-85	-90	1
-61	-60	-53	-61	-52	-87	-87	4
-49	-49	-53	-47	-57	-80	-77	3
-27	-55	-57	-37	-67	-71	-71	2
-61	-61	-49	-58	-54	-94	-85	4
-60	-59	-61	-62	-68	-81	-85	1
-62	-50	-57	-59	-72	-82	-84	1
-49	-56	-59	-49	-74	-82	-80	2
-43	-55	-55	-44	-68	-76	-79	2
-40	-59	-57	-43	-74	-65	-66	2
-58	-55	-50	-54	-48	-80	-86	4
-64	-56	-64	-71	-75	-87	-87	1
-58	-50	-55	-54	-61	-84	-87	1
-36	-53	-57	-40	-66	-70	-69	2
-59	-53	-45	-60	-51	-87	-86	4
-45	-53	-55	-49	-63	-78	-81	3
-61	-55	-46	-57	-46	-83	-85	4
-59	-52	-57	-60	-49	-86	-88	4
-64	-57	-56	-63	-68	-85	-81	1
-56	-52	-51	-57	-64	-86	-91	3
-40	-52	-50	-41	-64	-69	-66	2
-63	-56	-51	-64	-49	-88	-89	4
-62	-58	-62	-65	-75	-90	-81	1
-41	-57	-59	-44	-65	-76	-77	2
-48	-57	-53	-43	-64	-81	-85	3
-49	-53	-51	-53	-67	-81	-83	3
-38	-55	-56	-36	-64	-70	-66	2
-50	-56	-54	-50	-71	-79	-77	3
-50	-52	-52	-47	-65	-77	-89	3
-49	-59	-56	-50	-63	-80	-91	3
-52	-60	-52	-54	-66	-85	-79	3
-59	-51	-56	-58	-50	-88	-86	4
-40	-53	-55	-37	-71	-75	-74	2
-47	-51	-56	-50	-60	-78	-80	3
-58	-54	-53	-64	-51	-87	-91	4
-58	-57	-49	-64	-49	-89	-81	4
-63	-55	-62	-66	-76	-89	-85	1
-45	-59	-57	-51	-62	-77	-85	3
-43	-52	-55	-35	-61	-75	-76	2
-51	-57	-52	-49	-60	-84	-83	3
-61	-57	-51	-56	-49	-88	-85	4
-63	-59	-57	-65	-69	-80	-86	1
-45	-58	-62	-40	-73	-70	-67	2
-36	-55	-54	-40	-71	-71	-71	2
-45	-63	-57	-55	-58	-79	-85	3
-62	-55	-65	-59	-69	-86	-87	1
-15	-55	-57	-16	-71	-72	-74	2
-62	-53	-55	-60	-68	-76	-79	1
-42	-56	-52	-36	-75	-68	-81	2
-56	-51	-45	-54	-52	-79	-85	4
-49	-54	-52	-52	-63	-83	-85	3
-60	-55	-58	-57	-75	-74	-82	1
-63	-57	-59	-66	-71	-82	-83	1
-61	-52	-48	-61	-45	-90	-88	4
-37	-56	-58	-45	-65	-67	-72	2
-46	-58	-56	-43	-70	-72	-80	2
-13	-60	-63	-18	-70	-73	-73	2
-57	-53	-59	-64	-71	-80	-79	1
-57	-53	-50	-61	-56	-84	-83	4
-54	-54	-55	-52	-61	-86	-78	3
-60	-51	-53	-63	-42	-87	-82	4
-60	-61	-49	-60	-50	-89	-88	4
-49	-52	-46	-48	-60	-79	-80	3
-59	-51	-54	-60	-50	-87	-86	4
-66	-58	-64	-67	-71	-85	-87	1
-70	-64	-63	-69	-83	-85	-87	1
-17	-53	-57	-17	-70	-77	-73	2
-62	-51	-58	-61	-63	-77	-80	1
-58	-55	-53	-59	-52	-81	-84	4
-62	-59	-61	-59	-69	-82	-83	1
-59	-54	-59	-59	-67	-86	-80	1
-46	-55	-58	-47	-64	-78	-78	3
-51	-60	-52	-52	-67	-79	-91	3
-35	-52	-55	-38	-62	-66	-85	2
-41	-58	-53	-43	-61	-70	-70	2
-38	-52	-50	-41	-69	-68	-72	2
-46	-56	-54	-51	-62	-80	-79	3
-64	-51	-44	-61	-50	-88	-85	4
-56	-53	-42	-61	-55	-87	-82	4
-60	-56	-59	-66	-68	-81	-83	1
-48	-47	-52	-56	-61	-77	-77	3
-65	-57	-60	-64	-74	-81	-90	1
-47	-64	-53	-54	-60	-83	-84	3
-65	-56	-60	-66	-74	-89	-90	1
-49	-60	-56	-50	-63	-84	-87	3
-37	-59	-55	-38	-65	-67	-68	2
-63	-57	-57	-62	-51	-89	-84	4
-37	-46	-51	-39	-63	-69	-69	2
-46	-54	-53	-47	-63	-85	-80	3
-39	-54	-53	-45	-68	-78	-81	2
-51	-52	-51	-54	-61	-79	-76	3
